pd,w,pb,P.I,O,k,n,D60,Ya,Suction
1.7399999999999998,14.397692887102943,26.79198562355912,21.816896450032726,0.2688796666234583,6.373196759516e-10,0.3224220755826328,0.1153709555930028,60.99751113415556,409.9751113415556
1.7152636988608991,15.377662684501695,28.11372040337688,18.13412667656065,0.3035005139178541,2.9872194711758667e-10,0.31197311619605606,0.06809203764238764,54.736301139100966,347.3630113910097
1.7132193054691844,15.36609652734592,28.04980456727653,12.639034726540777,0.2973390347265408,2.336954159510364e-10,0.2880786792262627,0.06267464861715709,56.232988812882354,232.87722187673796
1.6071324767697324,20.153565414041573,33.95055207098157,20.67831191924331,0.2937583644437984,4.094687550768943e-10,0.38424890181738897,0.13,41.528387879228355,1449.0537373590548
1.773354772903724,15.581593328157432,29.3086344033386,14.3,0.2890791696169785,7.426476011283658e-11,0.273835725685819,0.065,42.17120297619134,500.0
1.5898129911230083,20.941437051336308,34.87403547974269,16.696850019256402,0.3089035445775229,3.2324458023858897e-10,0.3683238170588484,0.10555117869521974,35.24606252407051,1024.6062524070505
1.6616799909434274,16.722560525281203,29.312136700073054,18.124159438492505,0.30701040425658904,3.399034927034906e-10,0.3341312014490516,0.06808399954717138,55.821596649068184,346.7199637737101
1.5684753867717256,20.606499899884174,33.837508338781056,20.5,0.33315469158377786,2.051274502570548e-10,0.3796703837682507,0.07,41.81615430822689,500.0
1.6753545047357192,17.821270284143164,31.539367009288462,10.074249210713436,0.28386385931358143,1.0861959769366207e-10,0.2908842940014221,0.059083948894998815,114.51501578573131,1422.5750789286565
1.6162389956222913,16.89061624515169,28.88480992219936,12.937535019393245,0.2916238995622291,2.1127761612266332e-10,0.32841861746092893,0.06189735894934992,51.65836332705863,370.0880350216698
1.7649110369087002,16.288293608331735,30.36665287667901,24.0,0.3076997570994742,9.111103657644626e-11,0.32369207529297306,0.13,28.34350994354684,279.1346591395786
1.6315231592520165,19.595110082827215,33.50117113296824,18.664950672019263,0.3093907362991933,1.2661070240351222e-10,0.34799134384765806,0.06852012150969296,65.77585418836846,852.0121509692954
1.5935774623337235,18.86325239694486,31.490335674239837,21.56837380152757,0.3021172880086971,5.342373627221948e-10,0.375979257875676,0.08831497945475834,36.03175445146903,805.2496575793057
1.7055274838695655,15.965336774285696,28.854366425939723,19.22309419335408,0.28154787096894385,4.728497496637297e-10,0.3246281032254659,0.09798980645031084,49.31649032173931,303.0141935403744
1.7468674896669432,14.485819564606459,26.576640584169006,18.51760936898095,0.2666329914576636,15782022154.89645,0.30225949352427506,0.06840129787821045,39.75532763844241,387.76638192212044
1.5878274074805647,16.92172592519435,28.44939288897668,20.773959261819765,0.3275910666534984,3.321284127305058e-09,0.3735127925786927,0.07469644448833881,27.23482222441694,131.30962992225867
1.5967217576054447,17.832782423945556,30.068526151619054,9.3,0.290655648478911,2.2396925327171198e-10,0.32040496102623806,0.058,62.735535076385766,500.0
1.6787522698863633,18.10831820075758,32.077643840056815,9.605693877840983,0.292979204498106,1.32522324876897e-10,0.28695477717803075,0.05949727613636399,128.00363181818136,1470.886297348478
1.7853410425112088,16.220120382062824,30.51231639104936,20.03963885381154,0.2975246634618828,6.974403854959735e-11,0.2974658957488791,0.11060231275336263,30.502360197309528,342.4710905829672
1.6105244054056969,19.0,32.210488108113935,20.5,0.3335841054046185,3.722420286454485e-10,0.3628164581080061,0.07,29.026220270284846,123.59824325635859
1.7246961772708698,16.813903416700718,30.657975449873803,22.113028162932963,0.2788259556822825,9.171479557263299e-11,0.3273388328798404,0.09765191136456505,35.39134810590582,500.0
1.7889027819990038,12.839418572628382,24.746774621981395,14.2796811481297,0.23651203506713156,3.2013313542427853e-10,0.26635354802254324,0.06497155360738158,39.97561737775564,1497.96811481297
1.8503899297928512,11.938992979285109,23.952167106005227,24.0,0.271442740233549,1.066908196580017e-10,0.2908440280828596,0.13,28.44151053107234,496.08840504672236
1.6615478004821294,16.18032103994397,28.33787331056373,10.919678960056032,0.27250746723139485,2.1153254598418963e-10,0.3018314030234061,0.060267550544078445,56.22554099173105,823.9357920112061
1.734040324396015,16.098991890099626,29.584890684869865,23.13995081467414,0.3123400540660025,8.656756402171023e-11,0.3313939513405978,0.12423678380967207,36.50730269593193,179.79837801992525
1.5725497700197046,21.242653822949862,34.846092701701416,14.3,0.3308739304026078,2.1893231710895954e-10,0.3539800919921181,0.065,62.91563828982898,691.4692354100275
1.7776753209163978,15.756825488710277,29.778098641240287,9.3,0.2943745316301359,5.780311709446097e-11,0.24299444605242987,0.058,114.41883022909943,506.45744189889524
1.7025109944797512,17.318465975939766,30.828480635246102,16.818465975939766,0.30096604719039455,1.201196860014537e-10,0.31174450276012455,0.06703102094833853,36.43722513800623,500.0
1.6126845907532594,20.11946227740222,34.02199919555287,19.78505033936175,0.29265588061959524,3.567843753008428e-10,0.37685232739739255,0.12250456000943767,39.19279877024713,1500.0
1.6467467820241564,19.030815422097945,32.95151756842293,16.359570735003295,0.3066849787483786,2.130334729953005e-10,0.33958540680407,0.08659227383471196,31.986265938716052,565.0643595168729
1.6958017600761606,15.147327466412797,27.377177952776837,14.3,0.29610301065270384,2.889508522421571e-10,0.30467929596953575,0.065,27.921769337776038,152.67253358720208
1.6249986557174276,19.75388131200574,33.29937714472977,9.3,0.3345388131200574,3.062844715736239e-10,0.308173650828329,0.057999999999999996,66.71111966581397,798.0795082357163
1.5991762456977612,18.491105609131132,31.099949607767595,12.215982450159919,0.2829159824501599,6.704226856533317e-10,0.33349261046172707,0.062082375430223886,42.83032278070364,624.8768410287851
1.8197175887513954,15.073042349992027,29.217299115134107,21.88023121259767,0.31252032558358583,1.0881236149015252e-10,0.2925862215415936,0.1196174590004784,27.43260587498007,100.0
1.6718735788184824,17.338541445395155,30.333521700327303,11.19140996890743,0.29008946654101075,2.0541474585890264e-10,0.29895105432958125,0.0606479739564704,58.65154018655542,1189.1409968907428
1.5742593134989384,20.5,33.84657524022718,16.43223816868789,0.3306814315809767,4.1837401007125267e-10,0.3628037546890021,0.0929334114384713,35.88149015983014,536.6676429808911
1.617232296144812,20.155615690284385,34.02389210094594,12.028461878093765,0.33782246276113753,1.6113376608649927e-10,0.32384077568378156,0.06181984662933127,53.6449255222751,318.27695024750113
1.666626716767874,16.502396993927558,29.036549300186138,21.668064913124407,0.2950071909817827,4.329064071015471e-10,0.34769023710695435,0.09002396993927558,59.988015030362206,666.8664161606298
1.6397427193619647,16.02572806380354,27.887305692515135,20.5,0.3052572806380354,3.3360899135226783e-10,0.35184648023926324,0.07,26.76929604785266,100.0
1.7753228596323072,12.912177700328218,24.647653005198837,13.436067073276858,0.25168450721733343,1.443819288199592e-10,0.26625460428102543,0.07825828770584584,51.559046789230905,640.6825535128182
1.7524749359562604,16.4864304012497,30.611127416606536,9.3,0.3073693168212449,5.91471555077616e-11,0.2537964560187455,0.058,83.14956874938716,342.7139197500601
1.7608042037748746,13.51341971605073,25.314033748320576,20.5,0.26491957962251256,15555512036.081358,0.30434881469850206,0.07,41.578587205609,231.80151661928693
1.6101006766161716,19.373112313446782,32.780337618165944,17.714094726264037,0.2989093910454455,2.3018680910716065e-10,0.3520201353232343,0.06701510149242576,30.497483084595707,776.1326119319315
1.6796688088670018,17.075284210179788,30.335591168438775,16.298220499180346,0.3045872465352987,2.3216352135967846e-10,0.3198675235468007,0.06661146814450028,41.53633241380235,228.91745156002239
1.654207376641856,16.26221299255681,28.562591593914004,21.972581824649616,0.295,2.493410968399794e-10,0.3547318026269697,0.09524425985113626,27.682950656742417,268.2950656742417
1.8370043983059652,13.7400879661193,27.080422554281828,20.12854538993966,0.2538616713562667,6.116382691041636e-11,0.2725806157628351,0.0697004398305965,49.400879661192995,559.9120338807
1.74,14.14538169138399,26.352964143008144,22.606386320508154,0.2627753635012256,6.995501976079722e-10,0.3262474388725653,0.12066135163227115,64.25313946601301,442.5313946601301
1.68,15.862657904553844,28.329265279650457,22.33472709271536,0.3089398685683077,3.803452245530152e-10,0.3482745071311537,0.11884095474499984,29.484967142076915,431.3289522769221
1.6871449121506397,14.364329383201095,25.944750102861516,24.0,0.24428802616946976,1.0412237284305972e-09,0.35335634654162706,0.13,28.714491215063976,1199.9640373638038
1.5545895155774694,20.463283875380245,33.364928785523986,9.3,0.3502462906535183,4.184532131081399e-10,0.33807240345746287,0.058,35.48803183887679,182.6112803944504
1.5846709976930435,17.770714619352162,29.75722134943824,19.051990715156546,0.33063484919256525,2.772193594028187e-09,0.3677599535757827,0.06883225057673915,28.40129930791302,100.0
1.5939776329059003,17.860223670940996,30.058921715170648,9.3,0.2912044734188199,2.776835341762172e-10,0.3215810144688998,0.058,61.67708697799017,500.0
1.783782035816152,13.375161687005939,25.62272504652329,15.263784448496438,0.236,2.793941310141805e-10,0.27252886239304036,0.065777245522981,39.222754477019,1500.0
1.6852179010178272,16.26442873097392,29.10497638660921,13.904004467269703,0.26191283959286904,3.3064017486229874e-10,0.3044664309646088,0.06293286192921754,32.05535913717397,675.5005584087128
1.609673623871004,20.209791283869883,34.120432270127985,22.222471613703018,0.3053071158225743,3.5554499191278164e-10,0.37466612956446993,0.12129373851609641,50.88282685487949,1060.460149193775
1.7558219822810888,13.82808361018395,26.04113363786312,9.882198228108875,0.26109591362119194,1.4810263012214913e-10,0.2559315171649742,0.05881507751935242,56.97256921383385,500.0
1.58,16.910736744343343,28.298964056062488,21.124842789596585,0.32614357581898706,3.54143575818987e-09,0.3785705302262662,0.08071159067879866,26.82147348868669,100.0
1.8108294273976504,13.945852863011748,27.048225392605197,20.5,0.2620842819177135,1.3027395834132143e-10,0.2844598678080659,0.07,54.16722465747852,500.0
1.7794009187574695,15.715975499800818,29.741556142931046,9.33727616620191,0.2940066564582503,5.788237605083894e-11,0.2424825932231497,0.05823963249701227,114.75038281561223,503.32822912517037
1.5650505626223379,18.67525281311169,30.804148056507646,13.225663013701851,0.2959383705968623,1.0492464830720126e-09,0.3514535393835636,0.062206067514680566,34.54646061643634,675.2528131116899
1.623562857507614,19.925299987233515,33.88648412985357,11.978142875380696,0.3222161713483249,1.5910968259707131e-10,0.3234299427987818,0.061749400025532974,27.071257150152277,100.0
1.5813960866854235,20.28052177527685,33.624665616870615,9.3,0.31728573952804534,1.8305489164322047e-10,0.3270616957696498,0.05800000000000001,40.43504313486994,251.94782247231518
1.6315541920820396,19.508296820278762,33.422270819629375,17.70520012987651,0.303212386761609,2.698971667786525e-10,0.35499503374536,0.1006996787809634,34.590709928793245,868.9161583592117
1.6074966217500999,19.902361790224646,33.580217380211245,9.640755534095442,0.31918353801813104,1.3472557430248305e-10,0.3176369778636183,0.058477057747733624,67.47840904769373,1034.075553409544
1.6721504581460769,16.290327690609338,28.836566236957417,20.5,0.2858171952166945,3.372383724197836e-10,0.33913981674156923,0.07,54.08597608347254,698.9252989565933
1.6201676319771483,19.0,32.403352639542966,20.5,0.30754739366169986,2.663594008909126e-10,0.3594413288079981,0.07,29.50838159885741,557.5434389716695
1.5604729389921221,20.962164880630233,34.26986846683506,20.367577082205813,0.33545612015905957,1.8865475453575085e-10,0.38224329761260467,0.06985811830236338,40.28376339527326,500.0
1.7252921994192802,16.184639149317643,29.40608753192725,20.5,0.28155925513066193,8017368915.795626,0.3182286964786585,0.07,53.632712608884965,688.9813782665491
1.7144578015063618,17.547791959830352,31.49449068344562,18.806826538914347,0.2871204919916029,9.40784591891319e-11,0.31538956705436794,0.06863453753138254,48.19277481170477,500.0
1.6277232172485956,17.596540215607444,30.28927466838308,22.58789075462606,0.30871763266934693,1.5324572395712125e-09,0.36843805762831805,0.10579241293644667,28.789620646822335,338.6160862429778
1.5939070828277389,17.43707974601465,29.411509071823474,19.26822980668598,0.3321787617891975,2.876656425444722e-09,0.3648676967969331,0.0690066369408758,37.5296484267166,179.46904472993663
1.6283578230456086,19.1074761934037,32.71076054731248,16.247666646174114,0.30976634924538266,1.4469639906731996e-10,0.34026836728420645,0.09202938765473036,51.09478463626091,763.6848079532615
1.5598501372892468,20.27613324342621,33.16515913580631,9.3,0.34708991762645186,4.2079863481060335e-10,0.3421491208631084,0.05862682691840662,31.820906594740965,180.5920323665652
1.8156806656182365,12.097401560236626,23.74629517231569,20.5,0.2614146105064205,20644549556.485294,0.2826175850266918,0.07,37.96535413648834,144.05949040542598
1.824230806050325,14.196633280675725,27.664815443702302,22.435097764701712,0.28822117317642054,7.454853993168623e-11,0.29102403431933843,0.10317310453774364,32.812494016822214,240.14401445434152
1.6716275681248085,16.227912963128382,28.427167419415117,17.909291369368805,0.329604691825023,4.9811530430569886e-11,0.33346519986254725,0.08918597309370849,28.883724318751916,73.9535674375447
1.7037645600677984,16.56631181741138,29.804314588293987,11.03262363482276,0.31097971162126303,4.323781367022531e-11,0.28323644250878166,0.060425673088751866,85.54539820801308,361.39010921417923
1.5466738726604008,18.455536339572262,30.085441567359222,9.3,0.30277724933823724,1.3732211333318051e-09,0.34188581433156234,0.058,47.337801049448466,611.1591510693383
1.791819861695064,14.817136253104206,28.298922396019307,22.37367204519196,0.2871200922032907,3.1048960813601453e-11,0.30297875272307134,0.10212009220329071,41.96997694917732,285.866051978062
1.6889783088030275,17.62019867703645,31.076318362390758,13.943924557618008,0.2625343602887871,1.3615207794503086e-10,0.3061544294140609,0.08074575293527186,35.89312794224258,693.5641618442539
1.6452633976519726,19.14737108502192,33.15221952520404,14.3,0.3448947421700438,7.683490312706822e-11,0.325947269854189,0.065,77.36855425109597,478.9484340087678
1.7916015350394232,15.37944435482091,29.316672288629203,21.007567157974766,0.2710908058956972,4.768241391308504e-11,0.29469482730806484,0.07870115127956737,38.11475055609374,431.84098164338894
1.6168668449717287,20.12218267263328,34.063675111263734,24.0,0.3077421411787561,3.6450650897577864e-10,0.3805231315308562,0.13,39.122924061470115,939.279358101777
1.5731370554863104,19.96577119988366,32.78724328373633,11.34373290331963,0.30968043767501746,3.0092462122296253e-10,0.34073760258008223,0.060861226064647486,32.365013677344294,1000.0
1.5411882378881905,21.825828794466663,35.11902452535314,11.457347857706687,0.34639775210051416,4.1425861284756707e-10,0.35357786103331423,0.06031144413325717,33.22951862224761,1000.0
1.697088527677392,17.81148470474719,31.82655132025308,12.767447417049715,0.3257739579336398,7.276069400784735e-11,0.2961148470474719,0.0628544263838696,42.2604206636023,375.8594649310517
1.6643378587259807,18.596256401658326,32.605710795760196,20.148947241010806,0.2934904072853382,1.173897291829521e-10,0.3409059426038431,0.06971689293629904,63.32054304711768,1000.0
1.591877216551726,19.671782643678082,32.869586646896465,22.359504298850688,0.31262337452873423,4.822703922758795e-10,0.38087485222988493,0.10187721655172603,36.8122783448274,287.48522298849315
1.8048517388305494,15.622372178711208,29.96129396015035,22.41981085906923,0.2809784258410506,4.958620232600465e-11,0.29867520439880657,0.1029110432983297,30.61186089355604,732.075656372307
1.6796818836553704,16.073166759264808,28.67678051011352,23.691427145709294,0.311031811634463,3.8402219941562136e-10,0.35472753462148165,0.12793224375990767,29.936376731074084,487.2753462148163
1.5744321718510148,19.22202279257899,31.863884047146968,9.3,0.26956506681546355,7.641004377181323e-10,0.3301163269633187,0.057999999999999996,38.666206444413056,777.7010740688426
1.7799999999999998,15.730259073806081,29.779861151374824,12.689016266281055,0.2852248685962365,5.113668273516593e-11,0.25833989985528366,0.0616310888567297,92.30569464543936,500.0
1.8202238007018692,14.159579644440807,27.568354189749435,17.5695144468022,0.28711190035093465,8.344896369596579e-11,0.27108952028074773,0.08690911742702503,31.64055658478192,341.5802278353574
1.6,18.24189822804359,30.78703716486974,10.183796456087178,0.298130927396002,1.587747961109389e-10,0.3234189822804359,0.05923731503852205,58.5204619722595,429.2962835130258
1.8208738868102188,11.971570927967887,23.57826781736006,20.627765584656938,0.2600077449017519,22353096695.988304,0.28130752542557674,0.0721902671655475,33.707964377927006,100.0
1.7029140100949607,15.771620680918751,28.453493436361498,24.0,0.31527618537212887,1.8757509070287486e-09,0.3476553442597189,0.13,26.45523707442578,100.0
1.572890251305033,18.768064070656457,31.102943054205035,15.304635182704606,0.3206199723807003,9.123803812075264e-10,0.3565057939783808,0.06443353769575494,32.71097486949671,285.54874347483553
1.6782570690395429,15.11686927146906,26.549575185062295,18.39676274886988,0.2965418657344653,5.651365944547855e-11,0.3331251194406792,0.09245253388417961,30.0,480.11200762710223
1.702260969720034,17.693475756999153,31.782671484289175,20.5,0.2706107969529754,7.115521887412313e-11,0.32709561211198646,0.07,52.305398476487696,1201.631060750212
1.6427028999749538,19.41301709154663,33.45937157600625,21.858728635566706,0.27464855001252314,2.72904038322052e-10,0.3706952563731995,0.13,49.31699635817172,1500.0
1.8302751801002966,13.720405029231818,26.761677100457344,22.252180589897435,0.2992715468260771,1.0958826614114426e-10,0.29032917982876677,0.12143925186888539,28.545690634784584,145.33230121084966
1.5710762419579485,20.57443912477356,33.81894579142859,19.84708468458409,0.3315112072065156,1.8719282368054523e-10,0.375538110680961,0.06930044787634011,41.165920206099834,500.0
1.7452522064430842,14.538005637992661,26.637897094119957,18.479091076719705,0.26680073240783353,15637889190.305984,0.3027502911192167,0.06837023473929009,39.8671549385557,393.3577469277851
1.6419119263226742,19.238231199825588,33.11462863036773,16.0323596213372,0.30805871578488386,1.281543121010176e-10,0.3339411376825582,0.06639706421075581,33.55882568430232,491.1779790116257
1.7241306093958628,17.146734765103435,31.252332722150328,20.5,0.2547553081879996,6.673208424968678e-11,0.31834775624165496,0.07,44.377654093999794,1338.3163087241414
1.6605419690641814,15.389160618716375,27.006352950657572,18.122094246676554,0.29333141370014826,2.323325378842279e-09,0.3331948827238297,0.06808233406990045,31.985931418258843,636.9464604278755
1.7639229700876475,14.038658920836745,26.4106973850069,15.647313212138215,0.24860389779097036,2.669504385549576e-10,0.2820808351126174,0.06608654291301469,45.2154059824705,1391.345708698531
1.6429352643630706,17.746722925969447,30.438861641982406,14.3,0.26875532748277065,6.266647546598597e-10,0.3261628463969257,0.065,48.02171285292343,1165.7619644615238
1.6606859899549469,18.78285025112633,32.672085033045235,16.39029520955928,0.3120627484066599,1.1493507968844617e-10,0.3278170693453475,0.06668572194319297,35.36001072047016,234.85775545543746
1.6541130449732577,18.4574564881017,32.15451149411906,18.63123901457252,0.27678021712967993,1.460119231449888e-10,0.3388194554565538,0.06849293468917139,30.904239186497165,1150.7065310828611
1.6683794470959536,17.86592884646474,31.469947822277827,10.137944709595365,0.28364822116161853,1.481824502548024e-10,0.35310671877526023,0.065,30.50276682575722,1083.7944709595365
1.5793198250708902,19.454413994328796,32.27209854248565,15.090448980150786,0.31378220116847644,1.7489652769825025e-10,0.352088279886576,0.064204052478733,51.59189504253403,500.0
1.6246607095984111,16.998444152093064,29.19225545291894,10.395663600113492,0.2810956636001135,5.755840735659129e-10,0.3138331668812257,0.059533929040158896,34.82091984049936,297.21944802042844
1.6639894429913669,18.917828031386478,32.88595699378109,16.78279038806503,0.3313927601046216,1.2476450328610434e-10,0.3304342380858302,0.08163725517775539,31.464253368207196,100.0
1.6158999498035596,18.751005521608462,31.85600803143049,20.5,0.2956820010039288,3.6583546997383817e-10,0.37459803915322365,0.1109200602357287,35.548014055003364,1054.8014055003362
1.585277255962981,20.10592691171213,33.38603393531481,19.789867285511434,0.3154378522249879,5.248509183695561e-10,0.37379158839444715,0.10178777046992199,49.6252348166586,273.6137201850955
1.7498942795741677,13.201057204258326,24.818306589234915,17.541879067754792,0.2323236422942987,6.538814440503781e-10,0.2974161476669021,0.08672393189732591,35.655213620534816,1500.0
1.6245273748653282,19.064178754040153,32.52613897874387,13.272934015083237,0.30438158631598916,1.6667352829659644e-10,0.3707397987755876,0.06677363125673359,33.547262513467174,822.6368743266413
1.6616466166489423,17.990120300106348,31.554391429511753,9.3,0.28835022565213275,1.5138339829913752e-10,0.360970225365946,0.06476947366914806,30.131729331915395,970.3609003190368
1.7050109073293926,15.352374565711983,27.780055716242664,12.940610810446003,0.2718736365838259,3.6448916053666814e-10,0.29257341843723805,0.061900654439763586,36.50109073293929,230.02181465878584
1.5883954307311443,20.318509662452538,33.84750003263376,14.139423516223689,0.2826165902254488,1.6741947264433036e-10,0.34438221420564386,0.06318509662452539,40.0,783.9543073114426
1.6909468905433984,17.597406333695222,31.458608860400002,10.941498660876444,0.3281465623804354,5.768235806630233e-10,0.2870959251848459,0.05975874856522476,32.97406333695223,100.0
1.6244230507962611,19.123226078021595,32.6104128323198,10.930914205423374,0.24310946544586623,2.2404720495583334e-10,0.3169970378025593,0.06598815121023693,43.32839633759872,944.526727706688
1.859469594536146,12.846959453614591,25.749032758703272,24.0,0.30503749978373984,1.0414851352987914e-10,0.28721216218554163,0.13,27.079560819578113,55.72466499692353
1.725266309896672,15.664492013777055,28.720696099039845,24.0,0.2465976469621131,4.5683261828743173e-10,0.33889347604133113,0.13,67.05326197933442,991.123003444264
1.6223442933854397,16.942082163418547,29.098524353457115,20.414502241236903,0.2784070316730947,2.1841347101180926e-10,0.3587037436574627,0.06993105019454589,56.765570661456024,513.7899610908221
1.6752830941340093,15.92704678491367,28.389779508346525,17.887413606152382,0.2832012227374624,2.336016346510691e-10,0.3273521397905591,0.06789307548883257,28.94969431563441,689.9388631268818
1.8174121930676845,14.02950270559619,27.103118893762606,23.35192467711694,0.3021857261728687,1.1407294216138243e-10,0.2997763420796946,0.1188901373220047,27.555493133899766,209.60944662759093
1.6257272414330433,19.988864653426084,34.07820778282643,12.78295258956522,0.34166249569704343,1.1567352311094955e-10,0.3264272758566957,0.06287613362539131,63.61588796730435,378.63620716521746
1.6049044207153371,19.64172637481603,33.11504177258171,23.14172637481603,0.30013381099852826,3.460672028838689e-10,0.3803790320342951,0.1152867378539891,44.16875760803642,877.3894821165758
1.789628767531963,15.31113697404111,29.07054998508335,21.85614856644715,0.2495754057342114,6.2841393108873e-11,0.3008979133669128,0.09324826113909399,55.4245942657886,887.4710189848998
1.5835375471944746,20.108728616064464,33.41611033654499,9.3,0.29095553769022203,2.815481005072588e-10,0.32602602200230224,0.05800000000000001,36.47167295926327,603.0632079171185
1.666985793137269,17.958085241176384,31.601055832019732,9.3,0.2927283503725606,1.4160202697252302e-10,0.35114614062742483,0.06402198896078233,30.558863450981526,874.2557235291561
1.7990209601158818,15.165967996137276,29.0569332428394,20.5,0.26182983998068643,4.021279513268905e-11,0.28870863195557867,0.07,43.17016001931363,500.0
1.5742271585176966,17.844321037057586,29.606280048019975,15.06668576456476,0.335807380971609,8.027578554700208e-11,0.3587868864528027,0.07013758502027932,33.161590781710345,131.61590781710348
1.6434059838092243,16.60990026984626,28.925940161907754,21.865349055538086,0.2914831913649196,2.854625026419811e-10,0.35843960107938505,0.09340598380922432,46.46730728584906,500.0
1.617406397973451,18.88369161675098,32.07500255640333,24.0,0.28660964808824313,6.197537558750904e-10,0.38028610363881177,0.13,36.76738323350196,1124.3314140960786
1.7444498565477708,15.819541551278782,29.325969917419403,24.0,0.31401805154306717,5.0016104183223316e-11,0.33113467055854967,0.13,34.957306588829006,100.0
1.7414878999646244,16.636331003891307,30.7120638761801,15.743262965685767,0.32521452004245066,4.0999488190596646e-11,0.29239796984788535,0.07467134977005926,30.74394998231225,100.0
1.6304057748488359,19.004057748488357,32.61481078198251,20.37420979686088,0.28229847951627474,1.5681179724165642e-10,0.35535076024186263,0.06989855628779104,31.01443712208965,989.8556287791034
1.6044781951931977,20.35925672249951,34.261239923227926,23.379450094656924,0.3073198710852284,3.7123875513403235e-10,0.38245783058975685,0.12584167589203094,39.232309395451864,942.4232046588899
1.5680064393149722,20.81985511541313,34.20790984959039,18.258196991807818,0.33339790722263407,1.78391467907662e-10,0.37018969709604466,0.06759806820550839,46.004829486229056,600.0804914371511
1.613150661743216,19.86125357247237,33.57132044358107,20.828766543580393,0.2918669348807036,4.2758349184707965e-10,0.38192760189904534,0.13,42.81799894497482,1406.0667018341726
1.603002189437513,18.104857686561658,30.555520247180183,19.18266968140726,0.2932356663460829,2.225242884328083e-10,0.3614873084242176,0.06893763683984457,59.762144216404145,500.0
1.6320708385680776,19.960864042427332,33.82720495741846,11.874790340601734,0.3158385324189699,1.6221848160930137e-10,0.31843637231290156,0.060758703936359,31.517407872718,191.95679787863335
1.5515045496446749,21.787423047225452,35.23988972817904,14.54595933723098,0.3425089642457538,920363971.5739913,0.3634296225240664,0.06519835430421854,68.57184900962658,484.13165566251735
1.6566620215932193,15.201391031851397,26.510475887284514,21.531988752216414,0.3006940227963499,2.549687463380094e-09,0.3514116856636249,0.08769123575228134,27.884561787614068,365.3685362842201
1.6811122204770026,18.188301716405427,31.982855829785322,20.066057306865375,0.29483316692844963,2.6024825274872093e-10,0.3367104233042584,0.10363852834497417,37.566633385689926,797.2194488074936
1.748511250472665,16.544662485820044,30.67531973402392,20.083150132346244,0.23942412391287013,6.154838435963839e-11,0.30666012542539867,0.06955337514179956,34.96278126181663,1447.8937665432807
1.6901972262996137,17.879060096841705,31.898331590827187,10.149768858301137,0.29877842823644774,1.0688915741753162e-10,0.2851699537716602,0.059189676401621594,113.00462283397728,1262.0647196756818
1.8309456935484778,13.829737806448708,27.039996789351136,24.0,0.29421610516133023,1.0158268170323335e-10,0.29823433182792186,0.13,34.16672892470879,314.73220322491704
1.5942375995264668,19.739804040250338,32.949293935616495,12.69326393370533,0.32218417023084756,2.339593692837808e-10,0.3368475199052933,0.061635639928970004,26.0,100.0
1.6763692935442114,18.081846467721057,31.988518643111394,9.3,0.2919107880632634,1.2591742923307207e-10,0.29934129050036473,0.059270747259526,111.84646772105728,1409.2323386052865
1.5839841428046708,20.95378262053433,34.75448430592329,18.84502808981597,0.3093465476627744,3.4929501177795413e-10,0.38166138093489027,0.11264948803839324,48.00792859766466,1233.0690467445113
1.5731631647538538,20.16836835246146,33.300132140244656,13.90460440576829,0.28159959788960726,7.29338313364497e-10,0.3527577561273,0.0644464461680756,51.05105057384389,1000.0
1.6366483698564775,18.945603722695395,32.38206509047554,15.28791257873983,0.32357142239649894,3696705133.349038,0.3333241705200696,0.06579670369253213,33.15934073850643,100.0
1.5729578663312127,20.611264010063618,33.959771315992285,20.953525321592448,0.33068727480420274,1.8451657824940036e-10,0.38053800539706956,0.07777471979872769,38.70421336687872,500.0
1.7560131274245179,15.43768790162788,28.697414342817503,22.657950450118236,0.24751852638514,8895871302.073416,0.31892589445944,0.10699343628774116,52.49671814387058,963.1801800472939
1.6726241777429385,18.28965218384678,32.10216378430039,9.3,0.26115563083901644,1.1629147042976674e-10,0.28810844132215,0.058,67.62831371011987,815.8112419325342
1.7966927000173982,14.395475374760775,27.591450589855594,21.447347187119416,0.27015755499391064,1.388392433371807e-10,0.2954656618659747,0.08624023749347569,44.58658750217478,500.0
1.7018628765644406,15.781403478176312,27.955020211198125,15.374515062577622,0.30147509545135054,12582924058.196499,0.3058308527730009,0.06450840899561888,33.08473483260315,100.0
1.656779443401136,17.045738774124974,29.907668123628362,16.401627454352198,0.25433833020340835,5.85168032099468e-11,0.32876252689096574,0.06669486085028403,41.525053781931405,1000.0
1.68990077473997,13.637103519447603,24.680782096883146,24.0,0.22593650704658683,1.1783064838514128e-09,0.352390880246482,0.13,27.351190142470063,1441.468309588323
1.7051792666690568,17.023239777865424,30.74260828685479,14.798142444197438,0.26924967555444,1.3344945665865886e-10,0.30293693222027007,0.06540172777757858,32.43758111138999,1387.516222277998
1.6199879105390735,18.500967156874133,31.591311706510538,23.991114246218938,0.2920187386644363,7.406342938069699e-10,0.37896373161722013,0.1299564779406642,34.021761029667914,100.54402574169774
1.6172615188056538,18.928617743321553,32.20125886763815,11.33322526558305,0.2516215124174912,1.813713024046468e-10,0.3209907530146643,0.06017845564169613,37.458468418021184,836.6158268727906
1.59700148115304,17.245576949988354,29.15614016723527,19.328786853901693,0.32578860911553686,2.919409987877006e-09,0.3638545845774516,0.06905547326927557,27.18890534614489,100.0
